video_id,canonical_url,title,speaker_id,speaker_display_name,start_seconds,end_seconds,text,source_audio_path,source_audio_sha256,moji_master_map,moji_transcript
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,2.25134375,9.76584091553288,"IfyoulookatTesla'swirelessbroadcastsystem,thatbigthingthathebuiltatWardenclyffeinLongIsland,",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,16.830221584467118,34.94146591553287,"thatwassunkintothebedrockoftheearthto,Ithinkitwasadepthofabout180to200feet.Soitwasafairlysignificantdepth.Andthereasonhedidthatisthat,ashesaidinthecourttranscripts,mysystemhastogetagripontheEarthtowork.Why?",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,39.165590915532874,48.61359091553288,"BecauseinTesla'ssystem,andIhopepeoplearepayingattentionhere,thetowerthathebuiltwasnotthethingthatwasbroadcastingthepower.",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,50.08295882936508,63.119218749999995,"Inotherwords,itwasnotlikearadiotowerthatsendsoutwaves.Nowyouknowfromelectricity,fromelementaryphysics,thateveryelectricalcircuitrequiresareturncircuit.",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,64.70147725340135,85.83698717403627,"Soifyou'rebroadcastingpoweratyourlocalradiostation,what'sthereturncircuit?Whatbringsthepowerback?It'stheground.It'stheplanetitself.TheplanetEarth,that'swhyit'scalledtheground,completesthecircuit.WhatTesladidisheflippedtheentiresystem",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,87.09322725340135,93.14446591553288,upsidedownsothattheplanetbecamethebroadcastmechanism,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,95.05983241213153,97.84183241213152,andthetowerwasthereturncircuit.,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,99.50532816043086,111.54545032596376,"Sothat'swhatIthinkishappeningattheWorldTradeCenter.Theplanetitselfisbeingusedasthebroadcast,andthereturncircuitforallthatenergyisthetowersthemselves.",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,113.12206965702953,156.91983949829938,"Soit'sabasicTeslasystem.AndthecladdingonthosetowersisactingasthatironpoleinTesla'stower,onlyinthiscase,lookwhatyouhave.Youhaveabunchofthemoneachofthefacesofthebuilding,andeachoneoftheminturnsplitsintoatripodonceitgetsawayfromthefoundationallthewayupthebuilding.There'syourgrading,there'syourphasedarrayantenna,there'syourlinearmaterial,andeachoneofthoseantennasbecomesamicrowavesourceandthereforeyou'renotinterferingjusttwomicrowavebeams,you'reinterferingseveralmicrowavebeams",C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
EcB_a4xpseY,https://www.youtube.com/watch?v=EcB_a4xpseY,"On 9/11, the Entire World Trade Center Was Turned into a Tesla Electrical Circuit",SPK_58A446BD08,,158.1937187500001,159.2767187500001,insidethatbuilding.,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\audio_fallback\EcB_a4xpseY\EcB_a4xpseY.128k.opus,e1e5322854f30281249fbcc52f540dd0fa5896f73581f3a9cc567ef90d195681,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\master_map.json,C:\Users\cypher\Desktop\doomandgloom\research\youtube\YT001\moji_work\speakers\SPK_58A446BD08\transcript.aligned.json
